LIMO compound,LIMO docked affinity,Closest REAL compound,REAL docked affinity,Compound similarity,Similarity
CC1=CC(C(=O)N)=CC=C1CCCCC=NC2=CN=C(N3CCC(=O)NC3)C=C2,3.5355041465571305e-09,O=C(N)c1cc(c(NCc2cnc(N3CCCC3)cc2)cc1)C,2.172619946236769e-07,0.38,0.375
C(C(=O)C)=C(CC1=CC(C(=O)N)=C(N)C=C1)C(=O)C=CC2=CC(N)=CC=C2F,3.5956830414673105e-09,Fc1c(c2cc(c(N)cc2)C(=O)N)cc(cc1)CC(=O)OC,7.448648416157136e-07,0.415,0.4153846153846154
CC(N)(C)C1=CC=CC=C1NC(=O)CCC=C(N)C(=N)C2=CC=CC=C2,3.5956830414673105e-09,O=C(Nc1c(cccc1)C(C)(C)C)CCC(=O)c2ccccc2,2.529031392181985e-07,0.481,0.49056603773584906
O=C(CCC1=CC(C(=O)O)=CC=C1)C(=N)C=CC=CC=CC2=CC=CC=C2,3.5956830414673105e-09,[O-]C(=O)c1cc(ccc1)CCNC(=O)C=CC=Cc2ccccc2,1.6306955934488178e-07,0.63,0.5357142857142857
NC1=CC=CCN1CC2=CC(C(=O)N)=CC=C2NCC(=N)C3=CC=CC=C3,3.5956830414673105e-09,O=C(Nc1c(NCc2ccccc2)ccc(c1)C(=O)N)c3cc(N4CC=CC4)ccc3,1.0412969741292451e-08,0.365,0.375
O=C(N(C(=O)C(N))CCCC1=CC=CC(N)=C1)CCC(C)=CC2=CC=C[NH1]2,3.5956830414673105e-09,O=C(NCCCc1cc(N)ccc1)C=CC=2NC=CC2,3.0968119242070426e-07,0.463,0.47692307692307695
O=C(CCCCCCC1=CC=CC(C(=C)N)=C1C)C(C(N))CC2=CC=CC=C2,3.5956830414673105e-09,O=C(NCCCCCCNC(=O)C(Cc1ccccc1)Cc2ccccc2)c3c(c(ccc3)CO)C,9.25260985941592e-09,0.418,0.4375
O=C(CC1=CC=CC=C1)NCC2=CSC3=CC=CC(C(=O)C(N))=C3S2,3.5956830414673105e-09,[O-]C(=O)c1c(cccc1)CNC(=O)Cc2ccccc2,3.5445020958727777e-07,0.418,0.41818181818181815
N#CC1=CC=CC=C1CC(C)=C2C(C(=O)N)=CC(=O)C3=CC=C(C(=O)N)C=C23,3.5956830414673105e-09,O=C(OCc1c(C#N)cccc1)c2c(OC)ccc(c2)C(=O)N,7.8355164770535e-07,0.424,0.4307692307692308
CN(CCC1CCCC1)C(=O)NCCC2=CC=CC(N)=C2CC(N)C,3.5956830414673105e-09,O=C(N(CCC1CCCC1)C)NCCc2c(c(ccc2)C)C,2.2854615275150829e-07,0.617,0.6271186440677966
O=C(CC1=CC=CC(C(=O)N)=C1)CSC=CC(=C)CC=CC2=CC=CC=C2F,3.5956830414673105e-09,Fc1c(cccc1)C=CC(=O)NCC=CCNC(=O)Cc2cc(ccc2)C(=O)N,1.2967769059876142e-08,0.515,0.5303030303030303
CS(C)C1=CC=C(C(=O)N)C=C1N(C)C(=O)CCCC2=CC(C(=O)N)=CC=C2,3.5956830414673105e-09,O=C(N)c1cc(ccc1)CC(=O)N(c2ccc(cc2)C(=O)N)C,1.2447785150583497e-07,0.481,0.48148148148148145
NC(=C)C1=CC=CC=C1CCN(C(=O)C(=O)(N))CC2=CC3=CC=CC=C3S2,3.5956830414673105e-09,S1c2c(cccc2)C=C1CC(=O)N(CCN(C(=O)CCc3c(cccc3)C(=O)N)C)C,4.7104480196499205e-09,0.484,0.484375
C(=N)=C(CCC1=CC(C(=O)N)=CC=C1)CC(=C)C(F)=CC2=CC=CC=C2,3.5956830414673105e-09,FC(C(=O)NCCc1cc(ccc1)C(=O)N)=Cc2ccccc2,7.131820520357163e-08,0.559,0.6140350877192983
CC(N)C1=CC=CC(C(=O)C)=C1CCC=C(C)NC2=CC=C(C)C=C2,3.5956830414673105e-09,O=C(Nc1ccc(cc1)C)c2c(cccc2)C(C)C,1.3447119240503068e-06,0.426,0.47058823529411764
C(C(=O)O)CC1=CC=CC(C(=O)C)=C1CCCC(=O)NC2=CC3=CC=CC=C3C2,3.5956830414673105e-09,O=C(N)c1c(cccc1)CCC(=O)Nc2cc(NC(=O)C3=Cc4c(cccc4)C3)ccc2,1.2121184566672398e-08,0.417,0.43478260869565216
CC(C)C1=CC=CC=C1N2CCCC(C3=CC=CC(C(=O)C(N))=C3)C2=O,3.5956830414673105e-09,O=C(OC1C(=O)N(c2c(cccc2)C)CCC1)c3cc(ccc3)C4CC4,5.444018486747391e-08,0.429,0.42857142857142855
CC(=O)C1=CC=C(C(=O)O)C=C1C(C=CC2=CC3=CC=CC(C(=C(N))O)=C3)=C2,3.5956830414673105e-09,[O-]C(=O)c1cc(NC(=O)c2cc(NC(=O)c3cc(O)c(cc3)C(=O)C)ccc2)ccc1,8.586792429037429e-08,0.358,0.2647058823529412
C(C(=C)C(C))=C(CC1=CC=CC=C1C(N))CCC2=CC3=CC=CC=C3N2,3.5956830414673105e-09,O=C(NCc1c(cccc1)C[NH3+])CCC=2Nc3c(cccc3)C2,3.950468696913859e-08,0.517,0.3968253968253968
CCC1=CC=CC(C(=O)N)=C1CCC(=O)NCCC=C2C(C)=CCCC2,3.5956830414673105e-09,O=C(N)c1c(cccc1)CCC(=O)NCCNC(=O)C2=CCCC2,9.342889642716197e-08,0.478,0.48484848484848486
O=C(N)CCCC=CC1=CC=C(C(N))C=C1CC=CC2=CC=C(C(=O)N)O2,3.5956830414673105e-09,O=C(NCC=CCNC(=O)CCCCC(=O)N)C=CC=1OC(C(=O)N)=CC1,8.586792429037429e-08,0.418,0.43548387096774194
O=C(CCC1=CC(C(=O)N)=CC=C1)N(C(=C)C)C(=O)NCC=C(N)C2=CC=CC=C2F,3.6568862597108603e-09,Fc1c(cccc1)C(=CC(=O)NCCc2cc(ccc2)C(=O)N)C,8.88159706425867e-08,0.515,0.5147058823529411
O=C(CC1=CCCC=C1)NCCCC2=CC(C(=O)N)=CC(N)=C2CC,3.6568862597108603e-09,O=C(NCCCCNC(=O)Cc1ccc(cc1)C(=O)N)c2cc(N)c(cc2)CC,2.72513176339802e-08,0.418,0.4307692307692308
FC1=CC=C(N)C(C(=O)C)=C1CC(=O)NC2=CC=CC=C2C=CNC(=O)OF,3.6568862597108603e-09,Fc1c(F)ccc(N)c1C(=O)Nc2c(cccc2)C=CC(F)(F)F,1.7321281466772288e-06,0.418,0.417910447761194
C(N)C1=CC=CC=C1CC2=CC=CC=C2NCC(N)C3=CC=CC=C3,3.6568862597108603e-09,N(c1c(cccc1)Cc2ccccc2)CC(c3ccccc3)c4ccccc4,3.195001348067469e-09,0.512,0.525
CC(C)(N)C1=CC=CC=C1CCNC(=O)CC2=CC3=CC=CC=C3S2,3.6568862597108603e-09,S1c2c(cccc2)C=C1CC(=O)NCCc3c(cccc3)C(F)(F)F,9.828140844988805e-08,0.765,0.78
O=C(CCC=CC1=CC(C(=O)C)=CC=C1Cl)NC2CNC3=CC=CC=C3C2,3.6568862597108603e-09,O=C(NC1CNc2c(cccc2)C1)CCC=Cc3ccccc3,3.33693783557396e-08,0.639,0.6333333333333333
CC1=C(C(=O)N)C=CC=C1C(=O)CCCC=C2CCCN=C2NCCCC,3.6568862597108603e-09,O=C(N1CCN(C(=O)c2c(c(ccc2)C(=O)N)C)CCC1)c3c(NCCCC)cccc3,4.155648224664381e-08,0.437,0.43661971830985913
C(=O)=C(CC1=CC(C(=O)N)=CC=C1)CC2=CC=CC=C2C3=CC=CC(F)=C3,3.6568862597108603e-09,Fc1c(c2cc(F)ccc2)ccc(NC(=O)Cc3cc(ccc3)C(=O)N)c1,2.6795227883814164e-08,0.533,0.5333333333333333
CCC1=CC=CC=C1CCC(=C(N))C=CC2=C(C(=O)N)C3=CC=CC=C3[NH1]2,3.6568862597108603e-09,O=C(NCCc1c(cccc1)CC)C=2c3c(NC2C)cccc3,9.18652303100925e-08,0.443,0.43333333333333335
NC1=CC=C(N)C=C1CC2=CC=CN=C2CCC(C(C(=O)O))C3=CC=CC=C3,3.6568862597108603e-09,O=C(NCc1c(ccc(N)c1)C)CC(c2ccccc2)CC,9.032773438039765e-08,0.353,0.36363636363636365
CC(N)(C)C1=CC=CC=C1NNCC2=CC=CC3=C2C=CC(C(=O)N)=C3,3.6568862597108603e-09,O=C(NCc1c(cccc1)C(C)(C)C)c2c3c(cc(c2)C(=O)N)cccc3,9.25260985941592e-09,0.46,0.46774193548387094
O=C(CCCCC1=CC(=C(N)(N))C=C1)NC(=O)CNC2CCCCC2,3.6568862597108603e-09,O=C(Nc1ccccc1)CCCCC[NH2+]C2CCCCC2,8.44308018487042e-08,0.377,0.27692307692307694
CC(N)(C)C1=CC=CC=C1CCC(=O)C=CC(=O)CC=CC2=CC=C(N)C=C2,3.6568862597108603e-09,FC(F)(F)c1c(cccc1)CCNC(=O)CC=Cc2ccc(cc2)C,1.866436868034807e-07,0.406,0.4126984126984127
O=C(NC1=CC=C(N)C=N1)NCC(=O)C2=CC=CC=C2CC(=O)CC=C(N),3.6568862597108603e-09,O=C(NCC=CCNC(=O)c1c(cccc1)CC)c2ncc(N)cc2,1.016556387001877e-07,0.388,0.4090909090909091
CC(=C)C1=CC=CC=C1N2CCCC(C3=CC=CC(C(=O)C(N))=C3)C(=O)2,3.6568862597108603e-09,O=C(OC1C(=O)N(c2c(cccc2)C)CCC1)c3cc(ccc3)C4CC4,5.444018486747391e-08,0.423,0.4225352112676056
NC(=C)C1=CC=CC=C1CCC(=O)CC=C(C(=O)(N))C2=CC=C(C)C=C2C,3.6568862597108603e-09,O=C(N)c1c(cccc1)CCC(=O)OCC(=O)c2c(cc(cc2)C)C,1.2239453674810362e-07,0.483,0.47540983606557374
CC(N)(C)C1=CC=CC=C1NCCC2=CC(=C(C(=O)O))CC3=CC=CC=C23,3.6568862597108603e-09,O=C(Nc1c(cccc1)C(C)(C)C)CCCc2cc3c4c(cccc4)Cc3cc2,3.476332431465339e-09,0.342,0.37142857142857144
O=C(CCC1=CC=CC=C1)NC(=O)C(C(=O)(N))CCC=CC2=CC(C(=O)N)=CC=C2,3.6568862597108603e-09,O=C(N)c1cc(ccc1)CC(=O)NCC=CCNC(=O)CCc2ccccc2,2.72513176339802e-08,0.484,0.5
CC(C)C1=CC=CC=C1NC(=O)NCC(C(=C)C(=O)(N))CCCC2=CC=CC=C2,3.6568862597108603e-09,O=C(Nc1c(cccc1)C(C)C)NCCCc2ccccc2,7.891884314063094e-08,0.623,0.6226415094339622
C(=O)(CCC(C(=C(=O))N)CCC1=CC=CC=C1C(N))NCC2=CC=CC=C2,3.6568862597108603e-09,O=C(NCc1ccccc1)CNC(=O)CCc2c(cccc2)C[NH3+],2.6346771447493833e-08,0.6,0.44642857142857145
O=C(CC1=CC=CC=C1N)CCC2=CCC3=CC=CC(C(=O)N)=C3S2,3.7191312366078302e-09,O=C(N)c1c2c(ccc1)CN(C(=O)Cc3c(N)cccc3)CC2,3.0668876159758165e-08,0.429,0.42857142857142855
O=C(CC1=CC=CC=C1)NCCCC(C2=CC(C(=C(N))N)=CC=C2)CC,3.7191312366078302e-09,O=C(NCCNC(=O)CC(c1ccccc1)CC)Cc2ccccc2,7.629930967206321e-08,0.518,0.5178571428571429
O=C(CC1=CC=CC=C1)NCCCCC=CC=C2C(C(=O)O)=C(C(=O)C)C=CC2,3.7191312366078302e-09,O=C(NCCCCNC(=O)CCNC(=O)Cc1ccccc1)c2ccc(cc2)C(=O)C,5.263316539506193e-08,0.403,0.4153846153846154
C=C(C1=CC=CC=C1)C(=N)CCCC(C)C(=O)C2=CC=CC(C(=O)N)=C2,3.7191312366078302e-09,O=C(N)c1cc(NC(=O)C(CCCc2ccccc2)C)ccc1,4.0860975120705305e-08,0.441,0.4406779661016949
O=C(CC1=CC=C(C(=O)N)C(C)=C1)CSC=CC=C(N)C2=CC=CC=C2F,3.7191312366078302e-09,Fc1c(cccc1)C(=O)Nc2cc(c(cc2)C(=O)N)C,9.924036212805188e-07,0.433,0.43333333333333335
CCCC(=O)CC1=CC=CC=C1C(=C)C(=O)NC2CCCC3=CC=CC=C32,3.7191312366078302e-09,O=C(NC1c2c(cccc2)CCC1)c3c(cccc3)CCC,1.069354314392057e-07,0.586,0.6140350877192983
CCC1=NC(N)=C(C(=O)N)C=C1CC(=O)C=C(C=C)C2=CC=C(Cl)C=C2,3.7191312366078302e-09,Clc1ccc(cc1)C(=O)NCC=CCNC(=O)c2c(nc(nc2)N)CC,8.586792429037429e-08,0.357,0.35714285714285715
O=C(CC1=CC=CC=C(N)1)NCC2=CC=CC=C2C3CC(C)CCC3,3.7191312366078302e-09,O=C(NCc1c(cccc1)C2CCC2)Cc3c(N)cccc3,9.501917818235033e-08,0.804,0.8
O=C(N)C1=CC=CC=C1CCC(C(=O)C)CCCC2=CC(C(=O)N)=CC=C2C#N,3.7191312366078302e-09,O=C(N)c1c(cccc1)CCC(=O)NCC(CNC(=O)CCc2c(C#N)cccc2)C,5.263316539506193e-08,0.46,0.453125
NC(N)(CC)C(C)NC1=CC=CC=C1CC2=C(C(=O)N)C=CC=C2,3.7191312366078302e-09,O=C(N)c1c(cccc1)CC(=O)NC(C(CC)(C)C)C,3.922252447567377e-07,0.491,0.5
NC(=C(N))C1=CC=CC=C1CCCCCCC2CC3=CC=CC=C3CC2,3.7191312366078302e-09,O=C(N)c1c(cccc1)CCC(=O)NCCC2Cc3c(cccc3)CC2,1.6703828817525453e-08,0.508,0.5
O=C(CC1=CC=C(N)C=C1)NCC2=CC=CC=C2C=C(N)CC=CC,3.7191312366078302e-09,O=C(NCc1c(cccc1)CC)Cc2ccc(N)cc2,2.0307831856022635e-07,0.569,0.58
O=C(CCC1=CC=CC=C1)NCCC2CC(C(=O)O)=C(N)C3=CC=CC=C32,3.7191312366078302e-09,O=C(NCCNC(=O)CCc1ccccc1)C2c3c(c4c2cccc4)cccc3,3.3937368727139225e-08,0.5,0.5283018867924528
O=C(CC1=CC=CC(C(=O)(C))=C1)CC(N)CC=CC=CC2=CC=CC=C2,3.7824357042501205e-09,O=C(NCc1cc(ccc1)C(=O)C)C=CC=Cc2ccccc2,1.6584521607389992e-07,0.517,0.5172413793103449
CNC=CC1=CC=CC=C1NCCCCCNC(=O)CC2=CCCC=C2,3.7824357042501205e-09,O=C(NCCCCCCNC(=O)CC1=CCCC1)C=Cc2c(cccc2)C,7.891884314063094e-08,0.394,0.39436619718309857
O=C(NCC1CCCC1)NCC2CC3=C(C(=O)C(N))C=CC=C3CC2,3.7824357042501205e-09,O=C(NCC1Cc2c(cccc2)CC1)NCC3CCCC3,4.521567637491066e-08,0.625,0.625
O=C(NC1=CC(N)=CC=C1)NCCC(C(=O)O)CC2=CC3=CC=CC=C3CC2,3.7824357042501205e-09,O=C(Nc1cc(N)ccc1)CC2=Cc3c(cccc3)C2,2.894640452668897e-07,0.492,0.5
C(=O)(N)CCCNC(=O)CCCCC=C1C=CC2=CC(C(=O)N)=CC=C2S1,3.7824357042501205e-09,O=C(NCCCCNC(=O)CCCCC(=O)N)c1ccc(cc1)C(=O)N,2.994020218722163e-07,0.482,0.4727272727272727
CC(N)(C)C1=CC=CC=C1CCC(=C)C=CCC2=CC=CC(N)=N2,3.7824357042501205e-09,n1c(N)cccc1C[NH+](Cc2c(cccc2)C(C)(C)C)C,3.149523704937078e-07,0.407,0.41379310344827586
CCC1=CC=CC=C1CCC(=C(C(=O)C(N)))C=CC=CC2=CC=CC=C2O,3.7824357042501205e-09,O=C(NCCc1c(cccc1)CC)C=Cc2c(O)c(O)ccc2,4.056912532995847e-07,0.435,0.4166666666666667
CC(N)(C)C1=CC=CC=C1NCC(=O)NCCC2=CC(N)=C(N)CC2,3.7824357042501205e-09,O=C(NCCC1=CCCCC1)CNc2c(cccc2)C(C)(C)C,6.666228587545247e-08,0.533,0.5517241379310345
CC(N)(C)C1=CC=CC=C1CC(=O)CC(C)=CC2=CC(C(=O)O)=CC=C2CC,3.7824357042501205e-09,O=C(NCc1c(cccc1)C(C)(C)C)c2cc(c(cc2)CC)CC,5.352905056385263e-08,0.354,0.3709677419354839
CC(C)C1=CC=CC=C1N2CC(=O)C(=O)N(C3=CC(C(=O)N)=CC=C3)S2,3.7824357042501205e-09,S=C1SC(C(=O)N1c2cc(ccc2)C(=O)N)=Cc3c(cccc3)C(C)C,1.2659662699976492e-07,0.463,0.45454545454545453
O=C(CC1=CC=CC=C1)NCC(=O)C(=C(C(=O)N))CCC2=CC=CC=C2C#C,3.7824357042501205e-09,O=C(NCCC(=O)NCCc1c(C#C)cccc1)Cc2ccccc2,9.18652303100925e-08,0.593,0.5818181818181818
CCC1=CC=C(C(=O)O)C=C1C(=O)C(=C(C(=O)C))C2=CC3=CC=C(C(C(N)))C=C3C2,3.7824357042501205e-09,O=C(OCC(=O)c1c(ccc(c1)CC)CC)C2=Cc3c(cccc3)C2,4.01771083005885e-08,0.36,0.375
C=C(N)C1=CCCC=C1CC(=O)NCCC2=CC3=CC=CC=C3S2,3.7824357042501205e-09,S1c2c(cccc2)C=C1CCNC(=O)CC3=CCCC3,1.5501821972997198e-07,0.603,0.6140350877192983
C(C(=O)(N))CC1=CC(N)=C(C(=O)N)C=C1CCC(C)CC2=CC=CC=C2CC,3.84681769655304e-09,O=C(N)CCc1c(OCc2c(cccc2)CC)cccc1,3.5445020958727777e-07,0.444,0.4339622641509434
O=C(NCC1=CC=CC=C1)C(N)CC(=N)C=CC2=CC(C(=O)N)=CC=C2,3.84681769655304e-09,O=C(NN=Cc1cc(ccc1)C(=O)N)NCc2ccccc2,7.253213413653791e-08,0.5,0.5172413793103449
CC(N)(C)C1=CC=CC=C1CCCC(=O)C=CC=C(N)C2=CC=CC=C2,3.84681769655304e-09,Brc1c(cccc1)CCCC(=O)NCC(CNC(=O)C=CC(=O)c2ccccc2)(C)C,8.945490289059996e-09,0.348,0.373134328358209
CN(CC1=CC(C(=O)N)=CC=C1)C(=C(N))C=CC=CC2=CC=CC=C2F,3.84681769655304e-09,Fc1c(cccc1)C=CC(=O)N(Cc2cc(ccc2)C(=O)N)C,1.8351993794011885e-07,0.709,0.7037037037037037
CCC1=CC=CC=C1CCNC2=CC=C(N)C=C2C3=CNC(=N)CC3,3.84681769655304e-09,[O-][N+](=O)c1c(NCCc2c(cccc2)CC)ccc(N)c1,2.0307831856022635e-07,0.518,0.5
CC(CCC=CC1=CC(C(=O)N)=CC=C1)C(=O)CCCC2=CC(N)=CC=C2,3.84681769655304e-09,O=C(NCCCc1cc(N)ccc1)C(CC=Cc2ccccc2)C,6.779696498481721e-08,0.485,0.48484848484848486
CN(C(=O)C1=CC=CN=C1NC(=O)S)C(=O)CC2=CC=CC(C(=O)C(N))=C2C,3.84681769655304e-09,O=C(N(CCN(C(=O)Cc1c(c(ccc1)C)C)C)C)c2c(nccc2)NC,1.106067745068516e-07,0.485,0.48484848484848486
FC1=CC=CC=C1C=NC2=CC=CC=C2C(=O)C3=CC(C(N))=CC=C3C(=N),3.84681769655304e-09,Fc1c(cccc1)C=NNC(=O)Cc2cc3c(cc2)cccc3,2.3639267585660757e-07,0.359,0.359375
C(N)(N)CC1=CC=CC=C1C(=C)C(=C)CC=CC2=CC=C(Br)C=C2,3.84681769655304e-09,Brc1ccc(cc1)C=CCC(=O)NCCNC(=O)c2c(cccc2)CC(C)C,3.281089411501842e-08,0.467,0.4915254237288136
O=C(CCCCC(=O)NCC1=CC=CC(=O)C1)NC(=O)CC2=CC=C(N)N=C2,3.84681769655304e-09,O=C(NCc1cnc(N)cc1)CNC(=O)CCCCCCCCCC,2.798559374393035e-07,0.475,0.46774193548387094
O=C(NC(=O)NCC1=CC=CC(O)=C1)CCC(=O)CC2=CC=C3CCC(=C)SC3=C2,3.84681769655304e-09,O=C(NCc1cc(O)ccc1)Cc2cc3c(cc2)CCC3,1.1833192542966173e-07,0.477,0.47619047619047616
O=C(CC1=CC=CC=C1)NCC2=CC=CC=C2C3CCNC(C)=C3,3.84681769655304e-09,O=C(NCc1c(cccc1)C2CC2)NCCNC(=O)Cc3ccccc3,3.3937368727139225e-08,0.518,0.5178571428571429
CC(N)(C)C1=CC=CC=C1CCC=CC=CC=CC2=CC=CC(C(C(N)))=C2,3.84681769655304e-09,O=C(NCc1c(cccc1)C(C)(C)C)c2cc(ccc2)CC[NH3+],1.642426636793946e-08,0.381,0.2878787878787879
C(C(=C)N)C=C(C=CCC1=CC=CC=C1CCC(=O)N)C2=CC=C(C(=O)O)C=C2,3.84681769655304e-09,[O-]C(=O)c1ccc(cc1)C(=O)Nc2c(cccc2)CCC(=O)N,1.576568321506011e-07,0.464,0.35
O=C(NC1=CC(O)=CC=C1)C=CCC(C(=O)N)CC2=CC(C(=O)N)=CC=C2,3.84681769655304e-09,O=C(N)c1cc(ccc1)CC(=O)Nc2cc(O)ccc2,6.29182981330297e-07,0.564,0.5660377358490566
O=C(CC1=CC=CC=C1)NCC(C(=O)C)=CC2=CC=CC(=C2)C(N)CCCC,3.84681769655304e-09,O=C(NCC[NH2+]C(c1ccccc1)CCCC)Cc2ccccc2,5.7267700354556634e-08,0.46,0.453125
O=C(CC1=CC=CC(C(=O)N)=C1)C(=C)C=CC(C)CC2=CC=CC=C2,3.84681769655304e-09,O=C(N)c1cc(ccc1)CC(=O)OC(Cc2ccccc2)C,2.751721483358364e-07,0.547,0.5576923076923077
O=C(CCC1=CC=CC=C1)NC(=O)NC(C(=O)N)CCC(=O)C2=CC(C(=O)C)=CC=C2,3.84681769655304e-09,O=C(NC(CCNC(=O)CCc1ccccc1)C)c2cc(ccc2)C(=O)C,2.3410842758158432e-08,0.516,0.5161290322580645
CCC1=CC=C(C(=O)O)C=C1CCNC2=CC=CC=C2C3=CCC(=N)C(=O)S3,3.91229555439259e-09,O=C(NCCNC(=O)C=1c2c(cccc2)CC1)c3cc(c(cc3)CC)CC,2.915464175229528e-08,0.375,0.37681159420289856
O=C(CC1=CC=CC(C(=O)N)=C1)N2CCCC(C3=CCC(=O)CC3)=C(N)2,3.91229555439259e-09,O=C(N)c1cc(ccc1)CC(=O)N2c3c(c(N)ccc3)CCC2,5.352905056385263e-08,0.557,0.5862068965517241
O=C(NCCC(N)CCC1=CC=C(C(=O)N)C=C1)NC(=O)C2=CC=CC=C2,3.91229555439259e-09,O=C(NC(CCNC(=O)CCc1ccc(cc1)C(=O)N)C)c2ccccc2,1.642426636793946e-08,0.526,0.5357142857142857
O=C(CC1=CC=CC(C(=O)C)=C1)C(=O)C2CCC3=C(Cl)C=C(C(=O)(O))C=C3C2,3.91229555439259e-09,O=C(NCc1cc(ccc1)C(=O)C)C2Cc3c(cccc3)CC2,3.01555886830405e-08,0.439,0.4461538461538462
C(N)(=O)NC(=O)NC1=CC=CC=C1N(C)C=CC=CC2=C(C(=O)N)C=CC=C2Cl,3.91229555439259e-09,Clc1c(c(Cl)ccc1)C=CC(=O)Nc2c(N(C)C)cccc2,4.884568494700594e-07,0.443,0.45
O=C(CC1=CC(C(=O)C)=CC=C1C)NC2=CC=CC=C2CCC(C)C(N)C,3.91229555439259e-09,O=C(Nc1c(cccc1)CCC(C)C)Cc2c(ccc(c2)C)C,5.352905056385263e-08,0.618,0.6181818181818182
O=C(NCC1=CC=CC=C1)CCC(=C(=N))C=CC=CC2=CC=CC=C2,3.91229555439259e-09,O=C(NCCC(=O)NCc1ccccc1)C=CC=Cc2ccccc2,3.3937368727139225e-08,0.646,0.6458333333333334
NC(N)=CC(C)C1=CC=CC=C1CCNC(=O)CCC2=CC=CC=C2,3.91229555439259e-09,O=C(NCCNC(=O)CCc1ccccc1)Cc2c(cccc2)C(C)C,9.342889642716197e-08,0.588,0.5882352941176471
CCC1=CC=CC(C(=O)C)=C1CCNC(=O)CC2C(=O)NC3=CC=CC=C3S2,3.91229555439259e-09,S1c2c(NC(=O)C1CC(=O)NCCNC(=O)c3c(cccc3)CC)cccc2,1.7571392636239635e-08,0.717,0.711864406779661
CC(N)(C)C1=CC=CC=C1CCCCC2(C)C(=O)C3=CC=CC=C3C2,3.91229555439259e-09,O=C1c2c(cccc2)CC13C[NH+](Cc4c(cccc4)C(C)(C)C)CC3,2.011159849253765e-08,0.403,0.4098360655737705
FC1=CC=CC(C(=O)N)=C1CC(=O)NC2=CC=CC=C2C=CC(N)=CCl,3.91229555439259e-09,Fc1c(c(F)ccc1)CC(=O)Nc2c(cccc2)C=CC(F)(F)F,7.448648416157136e-07,0.554,0.5535714285714286
CCC1=CC=CC=C1CCN(C)CC=C2SC3=CC(C(=O)N)=CC=C3C(=N)2,3.91229555439259e-09,O=C(N)c1cc(ccc1)C[NH+](CCc2c(cccc2)CC)C,7.891884314063094e-08,0.5,0.36363636363636365
O=C(CCC1=CC=CC=C1)NCN2C=CC3=CC=CC(C(=O)C(N))=C3C2,3.91229555439259e-09,[O-]C(=O)c1c2c(ccc1)CN(C(=O)CNC(=O)CCc3ccccc3)C2,3.451502703596816e-08,0.424,0.417910447761194
CN(CC1=CC=C(C(=O)N)C=C1N)C(=C)C=CC2=CC(C(=C)N)=CC=C2C,3.91229555439259e-09,O=C(N(CCN(C(=O)c1cc(N)c(cc1)CC)C)C)c2c(ccc(c2)C(=O)N)C,3.01555886830405e-08,0.444,0.45901639344262296
CC1=C(C(=O)O)C=CC=C1CCCC(=C)C=C2C=CC3=CC(C(=O)(O))=CC=C3[NH1]2,3.91229555439259e-09,O=C(NCCCCNC(=O)c1cc2NC(=O)C(=O)Nc2cc1)c3c(c(ccc3)CO)C,9.663652860855617e-08,0.312,0.27848101265822783
CNC1=CC=CC(C(=O)N)=C1CC=C(C(=C)C)NC(=O)CC=CC2=CC=CC=C2,3.91229555439259e-09,O=C(NCCNC(=O)CC=Cc1ccccc1)c2c(NC)cccc2,2.9439110110908165e-07,0.476,0.47540983606557374
C(=O)(N)CC1=CC=CC=C1CC=C(C(=O)C)C2=CC3=CC=C(C(=O)N)C=C3S2,3.9788879308305e-09,S1c2c(ccc(OC)c2)C=C1C(=O)Nc3c(cccc3)CC(=O)N,5.98117919997189e-07,0.439,0.4393939393939394
C=C(CC1=CC(C(=C(N))N)=CC=C1)C(=O)C(=C)CCCC2=CC=CC=C2F,3.9788879308305e-09,Fc1c(cccc1)CCCNC(=O)Cc2cc(ccc2)C(=O)N,1.1635147152901845e-07,0.508,0.5166666666666667
C(C(=O)O)#CC1=CC=CC=C1CCC(N)C2=CC3=CC=CC(C(=O)C)=C3C=C2,3.9788879308305e-09,Clc1cc2c(c(ccc2)C(=O)NCCC(NC(=O)CCc3c(C#N)cccc3)C)cc1,2.4626755610502637e-08,0.354,0.35802469135802467
O=C(CC1=CC=CC=C1)NCCC(C(=O)C2=CC)=CC(C(=O)C)=C2C#N,3.9788879308305e-09,O=C(NCCNC(=O)Cc1ccccc1)Cc2ccc(C#N)cc2,3.856607946889424e-07,0.446,0.44642857142857145
O=C(C(N)C1=CC=CC=C1)NCCCC2=CC=CC=C2CC(=C(N))CC,3.9788879308305e-09,O=C(NCCCCNC(=O)C(c1ccccc1)c2ccccc2)C=C(CC)CC,5.352905056385263e-08,0.456,0.4642857142857143
CCC=C(C(=O)(N))C1=CC=CC=C1CCC(C)CNCC2=CC=CC=C2C,3.9788879308305e-09,O=C(N)c1c(cccc1)CCC(=O)NCC(CNC(=O)CCc2c(cccc2)C)C,5.352905056385263e-08,0.397,0.4426229508196721
CCC1=C(N)C=CC=C1CCNC2=CC=CC=C2C=CC3=CC=CC(=N)3,3.9788879308305e-09,FC(F)(F)C=Cc1c(NCCc2c(cccc2)CC)cccc1,1.898206059494335e-07,0.426,0.43333333333333335
